Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
03215,20070601,20220706,375,51.1683,8.7125,Medebach-Berge,Nordrhein-Westfalen
03217,20060801,20220706,22,54.8373,9.1481,Weesby,Schleswig-Holstein
03220,20060109,20220706,450,50.3571,10.8832,Meeder-Ottowind,Bayern
03226,20060801,20220706,107,51.7259,11.5109,Aschersleben-Mehringen,Sachsen-Anhalt
03231,19950901,20220706,450,50.5611,10.3771,Meiningen,Thüringen
03234,20050201,20220706,158,51.1294,13.4328,Garsebach bei Meißen,Sachsen
03238,20110601,20220706,2,53.9497,13.9742,Dewichow,Mecklenburg-Vorpommern
03244,20090801,20220706,614,47.9821,10.1384,Memmingen,Bayern
03247,20070501,20220706,559,48.0557,9.3185,Mengen-Ennetach,Baden-Württemberg
03248,20070401,20220706,516,50.3904,11.1324,Frankenblick-Mengersgereuth-Hämmern,Thüringen
03257,20040601,20220706,251,49.4773,9.7622,"Mergentheim, Bad-Neunkirchen",Baden-Württemberg
03258,20060111,20220706,510,48.2708,10.9768,Mering (Bauhof),Bayern
03263,20040901,20220706,171,49.4566,6.6266,Merzig,Saarland
03268,20131002,20220706,900,48.1694,8.9433,Meßstetten-Appental,Baden-Württemberg
03271,20041101,20220706,314,48.8548,12.9189,Metten,Bayern
03272,20040911,20110428,89,49.7395,8.3288,Mettenheim/Rheinh.,Rheinland-Pfalz
03278,20030105,20220706,354,48.5377,9.2734,Metzingen,Baden-Württemberg
03279,20021101,20220706,172,51.0452,12.2989,Meuselwitz,Thüringen
03280,20040701,20220706,98,53.3083,12.2937,Meyenburg,Brandenburg
03284,20050501,20220706,240,49.6692,9.0085,Michelstadt,Hessen
03287,19950901,20220706,453,49.7177,9.0997,Michelstadt-Vielbrunn,Hessen
03289,20041110,20220706,356,50.7281,11.7838,Schmieritz-Weltwitz,Thüringen
03293,20060101,20220706,590,48.064,10.4839,Mindelheim,Bayern
03297,20050701,20220706,64,53.2681,12.7221,Krümmel,Mecklenburg-Vorpommern
03304,20070401,20220706,294,51.2327,10.7694,Freienbessingen,Thüringen
03307,20080401,20220706,984,47.4779,11.2653,Mittenwald-Buckelwiesen,Bayern
03308,20050801,20220706,74,53.1846,13.6545,Mittenwalde/Uckermark,Brandenburg
03319,20060901,20220706,239,49.7644,9.253,Röllbach,Bayern
03321,20050701,20220706,77,51.1313,6.3609,Mönchengladbach-Hilderath,Nordrhein-Westfalen
03328,20210201,20220706,19,51.4769,6.6101,Moers-Repelen,Nordrhein-Westfalen
03339,20060901,20220706,541,50.5202,6.2084,Monschau-Kalterherberg,Nordrhein-Westfalen
03340,20050501,20220329,265,50.4383,7.8061,Montabaur,Rheinland-Pfalz
03342,20050301,20220706,0,53.311,7.4329,Moormerland-Neermoor,Niedersachsen
03348,20040601,20220706,240,51.7209,9.8352,Moringen-Lutterbeck,Niedersachsen
03362,19950901,20220706,243,48.9721,8.8735,Mühlacker,Baden-Württemberg
03364,20040701,20220706,286,50.8681,10.8211,Drei Gleichen-Mühlberg,Thüringen
03366,19950901,20220706,406,48.279,12.5024,Mühldorf,Bayern
03376,20040601,20220706,63,52.5176,14.1232,Müncheberg,Brandenburg
03379,19970707,20220706,515,48.1632,11.5429,München-Stadt,Bayern
03402,20021101,20220706,755,48.3851,9.4837,Münsingen-Apfelstetten,Baden-Württemberg
03413,20040701,20220706,155,50.4522,8.7317,Münzenberg-Gambach,Hessen
03418,20070101,20220706,594,48.2754,9.6355,Ehingen-Kirchen,Baden-Württemberg
03426,20040601,20220706,127,51.566,14.7008,"Muskau, Bad",Sachsen
03429,20060111,20220706,366,49.4497,12.1874,Nabburg (Flussmeisterstelle),Bayern
03432,20050415,20220706,380,48.5675,8.7179,Nagold,Baden-Württemberg
03435,20021101,20220706,477,48.5235,11.8398,Nandlstadt,Bayern
03438,20041201,20220706,401,48.8016,11.2181,Nassenfels,Bayern
03440,20050901,20220706,530,48.7071,10.2997,Nattheim-Fleinheim,Baden-Württemberg
03442,20041001,20220706,149,50.3574,8.7506,"Nauheim, Bad",Hessen
03443,20041201,20170701,304,51.2748,9.1975,Naumburg-Altenstädt,Hessen
03445,20041101,20220706,100,51.9245,12.8888,Jessen (Elster)-Naundorf,Sachsen-Anhalt
03448,20100610,20220706,117,49.3945,8.8046,Neckargemünd-Kleingemünd,Baden-Württemberg
03473,20041120,20220706,89,53.0528,12.7562,Neuruppin-Gühlen Glienicke,Brandenburg
03478,19950901,20050817,81,53.5468,13.1914,Neubrandenburg,Mecklenburg-Vorpommern
03485,20050501,20220706,486,48.3115,10.3773,Neuburg/Kammel-Langenhaslach,Bayern
03490,20040901,20220706,111,50.5346,7.0853,"Neuenahr, Bad-Ahrweiler",Rheinland-Pfalz
03491,20040601,20220706,738,50.441,11.2401,Föritztal-Neuenbau,Thüringen
03497,20041001,20220706,336,50.1226,11.5596,Ludwigschorgast,Bayern
03499,20060701,20220706,292,51.2915,7.853,Neuenrade-Blintrop,Nordrhein-Westfalen
03509,20041001,20220706,78,53.102,13.0421,Menz,Brandenburg
03513,19950901,20220706,845,50.5003,11.1345,Neuhaus am Rennweg,Thüringen
03519,20050301,20220706,663,47.9519,8.9932,Neuhausen ob Eck-Unterschwandorf,Baden-Württemberg
03525,20030429,20220706,460,49.2586,12.9601,Neukirchen bei Heiligen Blut,Bayern
03527,20040501,20220706,500,50.8923,9.405,Neukirchen-Hauptschwenda,Hessen
03535,20060111,20220706,438,48.3658,12.5211,Neumarkt-Sankt Veit (Kläranlage),Bayern
03536,20030429,20220706,420,49.2835,11.4525,Neumarkt/Oberpfalz,Bayern
03538,19950901,19951023,20,54.0833,9.9333,Neumünster-Wasbek,Schleswig-Holstein
03540,20041101,20220706,195,50.8446,7.372,Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen
03545,20050301,20220706,236,49.344,7.2297,Neunkirchen-Wellesweiler,Saarland
03552,19950901,20190408,38,52.9037,12.8071,Neuruppin,Brandenburg
03558,20061201,20220706,41,52.5,9.4941,Neustadt am Rübenberge,Niedersachsen
03560,20040301,20220706,230,50.3039,10.176,"Neustadt, Bad",Bayern
03564,20050201,20220706,35,53.4571,11.5687,Neustadt-Glewe-Friedrichsmoor,Mecklenburg-Vorpommern
03571,20080301,20220706,452,49.8174,11.8638,Neustadt am Kulm-Filchendorf,Bayern
03572,20060109,20220706,330,50.3198,11.1104,Neustadt bei Coburg (Kläranlage),Bayern
03584,20040701,20220706,365,49.8135,6.5857,Newel,Rheinland-Pfalz
03589,20040601,20220706,162,50.2741,8.8653,Nidderau-Erbstadt,Hessen
03591,20040601,20220706,350,50.6743,6.424,Nideggen-Schmidt,Nordrhein-Westfalen
03602,20051001,20220706,421,50.1749,6.77,Oberstadtfeld,Rheinland-Pfalz
03607,20041001,20220706,416,48.6106,12.4143,Loiching,Bayern
03612,20070401,20220706,25,52.6711,9.2229,Nienburg,Niedersachsen
03616,20040911,20220706,306,50.6603,7.805,Hachenburg/Westerwaldkreis,Rheinland-Pfalz
03617,20050101,20220706,431,49.1658,12.2788,Nittenau-Harting,Bayern
03621,20060101,20220706,435,48.8253,10.5067,Reimlingen,Bayern
03625,20040901,20220706,403,49.5568,7.0716,Nohfelden-Gonnesweiler,Saarland
03631,19950901,20220706,12,53.7123,7.1519,Norderney,Niedersachsen
03650,20041201,20220706,212,51.763,10.0416,Northeim-Imbshausen,Niedersachsen
03660,19950901,20220706,485,50.3602,6.8697,Nürburg-Barweiler,Rheinland-Pfalz
03667,20050301,20220706,369,49.4258,11.2539,Nürnberg-Netzstall,Bayern
03668,19950901,20220706,314,49.503,11.0549,Nürnberg,Bayern
03677,20040901,20220706,832,47.603,11.0607,Oberammergau,Bayern
03679,20061101,20220706,518,47.6187,12.1665,Kiefersfelden-Gach,Bayern
03681,20060105,20220706,426,49.9185,10.5963,Oberaurach-Fatschenbrunn,Bayern
03690,20061010,20220706,372,48.3862,8.1426,Oberharmersbach,Baden-Württemberg
03700,20051101,20220706,472,50.2661,9.7727,Oberleichtersbach-Modlos,Bayern
03704,20061010,20220706,516,48.2851,8.5764,Oberndorf/Neckar,Baden-Württemberg
03714,20040901,20220706,896,47.5538,9.9406,Oberreute,Bayern
03722,20050101,20220706,484,48.2443,11.5528,Oberschleißheim,Bayern
03729,20050419,20220706,748,47.5577,10.0938,Oberstaufen-Thalkirchdorf,Bayern
03730,19950901,20220706,806,47.3984,10.2759,Oberstdorf,Bayern
03733,20061010,20161020,468,49.0495,9.3923,Oberstenfeld-Prevorst,Baden-Württemberg
03734,20040701,20220706,230,49.128,9.3525,Obersulm-Willsbach,Baden-Württemberg
03739,20050301,20220706,596,49.4521,12.4365,Oberviechtach,Bayern
03740,20080401,20220706,195,50.9933,13.9807,Lohmen/Sachsen,Sachsen
03761,19950901,20220706,276,49.207,9.5176,Öhringen,Baden-Württemberg
03791,19980930,20121001,11,53.1763,8.1824,Oldenburg,Niedersachsen
03795,20041201,20220706,49,51.7066,7.3564,Olfen,Nordrhein-Westfalen
03802,20061010,20161027,315,48.4765,8.1624,Oppenau,Baden-Württemberg
03811,19950901,20220706,150,51.296,13.0928,Oschatz,Sachsen
03815,19950901,20101130,95,52.2553,8.0534,Osnabrück,Niedersachsen
03820,20071101,20220706,52,52.3657,8.2013,Ostercappeln-Schwagstorf,Niedersachsen
03821,19950901,20220318,246,51.0873,11.9293,Osterfeld,Sachsen-Anhalt
03836,20060301,20220706,314,50.4538,10.2211,Ostheim v.d. Rhön,Bayern
03844,20090701,20220701,295,51.9473,9.3999,Ottenstein,Niedersachsen
03848,20050901,20220706,17,53.1403,9.1517,Ottersberg-Otterstedt,Niedersachsen
03849,20050301,20220706,667,47.9303,10.31,Ottobeuren,Bayern
03853,20041101,20220706,2,53.3819,8.4493,Ovelgönne,Niedersachsen
03857,20050101,20220706,886,47.6362,10.3892,Oy-Mittelberg-Petersthal,Bayern
03875,20050101,20220706,549,49.151,11.6896,Parsberg/Oberpfalz-Eglwang,Bayern
03881,20041101,20220706,12,53.142,14.1074,Passow,Brandenburg
03886,20060111,20220706,420,49.7408,11.5528,Pegnitz (Kläranlage),Bayern
03897,19950901,20220706,2,54.0893,10.8773,Pelzerhaken,Schleswig-Holstein
03904,20040901,20220706,152,49.5354,6.3789,Perl-Nennig,Saarland
03906,20040501,20220706,40,53.0952,11.8603,Perleberg,Brandenburg
03911,20040701,20220706,305,50.6175,9.725,Petersberg-Marbach,Hessen
03913,20040701,20220706,43,52.3817,9.0176,Petershagen,Nordrhein-Westfalen
03919,20040901,20220706,381,48.4252,12.9924,Pfarrkirchen,Bayern
03925,20050901,20220706,332,48.9329,8.6973,Pforzheim-Ispringen,Baden-Württemberg
03927,20040701,20220706,630,47.9345,9.2869,Pfullendorf,Baden-Württemberg
03939,20041001,20220706,385,49.1912,7.5879,Pirmasens,Rheinland-Pfalz
03945,20050301,20220706,66,53.4584,12.2417,Plau am See,Mecklenburg-Vorpommern
03946,19950901,20220706,387,50.4818,12.13,Plauen,Sachsen
03948,20040901,20220706,443,49.649,11.4685,Plech,Bayern
03950,20030418,20220706,380,49.1248,10.9731,Pleinfeld-Mandlesmühle,Bayern
03960,20040901,20220706,323,48.3952,13.3139,Pocking,Bayern
03965,20071201,20220706,5,54.1034,13.1533,Süderholz-Neuendorf,Mecklenburg-Vorpommern
03967,20050401,20220706,70,52.1836,14.5748,Pohlitz,Brandenburg
03969,20040922,20220706,235,50.3049,7.31,"Polch, Kr. Mayen-Koblenz",Rheinland-Pfalz
03972,20021101,20220706,510,48.9343,10.7586,Polsingen-Döckingen,Bayern
03975,20050301,20220706,522,49.4777,11.5357,Pommelsbrunn-Mittelburg,Bayern
03987,19950901,20220706,82,52.3812,13.0622,Potsdam,Brandenburg
03999,20041101,20220706,597,49.7844,12.0331,Pressath-Mühlberg,Bayern
04000,20030428,20220706,640,50.2277,11.5486,Presseck,Bayern
04016,20050301,20220706,284,49.8526,10.1006,Prosselsheim-Seligenstadt,Bayern
04017,20021101,20220706,386,50.1807,6.3509,Prüm-Watzerath,Rheinland-Pfalz
04023,20100401,20220706,270,51.2006,14.0207,Pulsnitz,Sachsen
04024,19950901,20220706,40,54.3643,13.4771,Putbus,Mecklenburg-Vorpommern
04026,19950901,19960709,1,54.5,11.2167,Puttgarden,Schleswig-Holstein
04032,20061201,20220706,142,51.7953,11.132,Quedlinburg,Sachsen-Anhalt
04036,20070301,20220706,204,51.3895,11.5412,Querfurt-Mühle Lodersleben,Sachsen-Anhalt
04039,19960207,20220706,11,53.7331,9.8776,Quickborn,Schleswig-Holstein
04052,20071201,20220706,94,51.7557,12.5104,Kemberg-Radis,Sachsen-Anhalt
04057,20220627,20220706,394,50.4933,10.7847,Ratscher,Thüringen
04063,20030701,20220706,41,52.4461,8.5906,Rahden-Kleinendorf,Nordrhein-Westfalen
04065,20040701,20220706,462,48.6192,11.0059,Rain am Lech-Wallerdorf,Bayern
04078,20051201,20220706,16,53.2427,8.2237,Rastede,Niedersachsen
04080,20050901,20220706,10,53.7409,13.7906,Rathebur,Mecklenburg-Vorpommern
04090,20050801,20220706,89,50.0056,8.4291,Raunheim,Hessen
04094,20040601,20220706,441,47.8062,9.6206,"Weingarten, Kr. Ravensburg",Baden-Württemberg
04101,20040801,20220706,16,53.3469,11.1992,Redefin,Mecklenburg-Vorpommern
04104,19950901,20220706,365,49.0425,12.1019,Regensburg,Bayern
04109,20041001,20220706,586,50.2214,12.0275,Rehau,Bayern
04112,20061201,20220706,60,52.4396,9.1335,Rehburg-Loccum,Niedersachsen
04127,20050101,20220706,347,50.9906,7.6958,Reichshof-Eckenhagen,Nordrhein-Westfalen
04132,20021101,20220706,115,51.4841,9.6121,Reinhardshagen-Vaake,Hessen
04134,20021101,20220706,172,49.8366,8.8806,Otzberg-Habitzheim,Hessen
04135,20070601,20220706,336,51.4248,10.1898,Reinholterode,Thüringen
04150,20051201,20220706,59,51.8118,7.0907,Reken,Nordrhein-Westfalen
04154,20110201,20180701,345,51.18,7.2505,Remscheid-Lennep,Nordrhein-Westfalen
04159,20041201,20220706,522,48.8104,10.9359,Tagmersheim-Blossenau,Bayern
04160,20040701,20220706,478,48.7425,8.924,Renningen-Ihinger Hof,Baden-Württemberg
04167,20081001,20130711,370,49.8633,7.3378,Rhaunen,Rheinland-Pfalz
04169,20021101,20220706,131,48.6703,7.9939,Rheinau-Memprechtshofen,Baden-Württemberg
04175,20040601,20220706,283,47.559,7.7721,Rheinfelden,Baden-Württemberg
04177,20081101,20220706,116,48.9726,8.3301,Rheinstetten,Baden-Württemberg
04185,20040901,20220706,363,48.9557,11.7278,Riedenburg,Bayern
04189,20040801,20220706,534,48.1479,9.4596,"Altheim, Kreis Biberach",Baden-Württemberg
04211,20050415,20220706,493,48.4245,8.3303,"Rippoldsau, Bad",Baden-Württemberg
04218,20040317,20220706,300,50.3311,10.7918,Rodach (Kläranlage),Bayern
04219,20041001,20220706,512,50.3965,6.8568,Rodder,Rheinland-Pfalz
04224,20050901,20220706,388,49.2412,12.4125,Roding-Neubäu,Bayern
04230,20021101,20220706,137,49.9832,8.8395,Rödermark-Ober-Roden,Hessen
04248,20021101,20220706,402,49.3082,10.9183,Rohr/Mittelfranken-Dechendorf,Bayern
04251,20050611,20220706,1067,47.4069,10.1676,Oberstdorf-Rohrmoos,Bayern
04261,20060301,20220706,442,47.8753,12.128,Rosenheim,Bayern
04271,19950901,20220706,5,54.1803,12.0808,Rostock-Warnemünde,Mecklenburg-Vorpommern
04275,20041201,20220706,32,53.1288,9.3398,Rotenburg (Wümme),Niedersachsen
04280,20100708,20220706,386,49.2162,11.1035,Roth,Bayern
04282,20041001,20220706,24,53.5954,13.8121,Rothemühl,Mecklenburg-Vorpommern
04287,20050101,20220706,415,49.3848,10.1732,Rothenburg ob der Tauber,Bayern
04288,20051201,20220706,95,52.1038,8.1808,"Rothenfelde, Bad",Niedersachsen
04290,20040901,20170418,14,53.5169,14.2044,Rothenklempenow,Mecklenburg-Vorpommern
04294,20041026,20220706,360,48.4704,8.9687,Rottenburg-Kiebingen,Baden-Württemberg
04300,20040701,20220706,589,48.1815,8.6356,Rottweil,Baden-Württemberg
04301,20050301,20220706,102,49.8502,7.871,"Kreuznach, Bad",Rheinland-Pfalz
04303,20041001,20051013,395,48.6532,13.4233,Ruderting,Bayern
04308,20021101,20220706,403,50.0517,7.8876,Rüdesheim-Presberg,Hessen
04310,20040701,20220706,105,49.1609,8.3009,Rülzheim,Rheinland-Pfalz
04313,20040801,20220706,370,51.4966,8.4342,Rüthen,Nordrhein-Westfalen
04315,20050901,20220706,914,48.5615,8.2228,Baiersbronn-Ruhestein,Baden-Württemberg
04323,20050301,20220706,461,49.6468,7.8837,Ruppertsecken,Rheinland-Pfalz
04336,19960620,20220706,320,49.2128,7.1077,Saarbrücken-Ensheim,Saarland
04349,20040601,20220706,251,48.9569,9.0711,Sachsenheim,Baden-Württemberg
04351,20061009,20220706,295,47.5582,7.9773,"Säckingen, Bad/ Rhein",Baden-Württemberg
04352,20070901,20220706,4,54.5159,13.5305,Sagard,Mecklenburg-Vorpommern
04354,20060101,20220706,457,48.7832,13.3146,Saldenburg-Entschenreuth,Bayern
04367,20090901,20220704,175,52.0781,9.552,Salzhemmendorf-Lauenstein,Niedersachsen
04368,20041001,20220706,93,51.7098,8.5796,Salzkotten,Nordrhein-Westfalen
04371,19950901,20220706,135,52.1042,8.7521,"Salzuflen, Bad",Nordrhein-Westfalen
04374,20040315,20220706,687,47.7774,12.2102,Samerberg-Geisenkam,Bayern
04377,20050901,20220706,518,50.3518,10.0034,Sandberg,Bayern
04387,20040801,20220706,805,49.0029,12.8237,Sankt Englmar,Bayern
04393,19991130,20220706,5,54.3279,8.6031,Sankt Peter-Ording,Schleswig-Holstein
04400,20040801,20220706,171,51.5439,8.1808,"Sassendorf, Bad-Beusingsen",Nordrhein-Westfalen
04405,20060301,20220706,35,54.6854,9.6261,Satrup,Schleswig-Holstein
04411,20040501,20220706,155,49.9195,8.9671,Schaafheim-Schlierbach,Hessen
04412,20041101,20220706,95,52.198,11.4218,Schackensleben,Sachsen-Anhalt
04413,20041001,20220706,555,47.9767,11.4693,Schäftlarn-Kloster Schäftlarn,Bayern
04441,20040501,20220706,479,48.5025,11.4543,Scheyern,Bayern
04445,20040901,20220706,609,51.7658,10.6533,Wernigerode-Schierke,Sachsen-Anhalt
04464,19950901,20220706,501,50.5679,11.8041,Schleiz,Thüringen
04466,19950901,20220706,43,54.5275,9.5487,Schleswig,Schleswig-Holstein
04469,20060801,20220706,399,50.5071,10.762,Schleusingen,Thüringen
04480,20040901,20220706,230,50.3447,9.5533,Schlüchtern-Herolz,Hessen
04485,20050201,20170301,296,50.725,10.4539,"Schmalkalden, Kurort",Thüringen
04488,20060801,20220706,443,51.2127,8.2672,Schmallenberg-Sellinghausen,Nordrhein-Westfalen
04490,20040701,20220706,223,49.4149,6.836,Schmelz-Hüttersdorf,Saarland
04493,20050401,20220706,417,49.4116,12.076,Schmidgaden,Bayern
04494,20050201,20220706,455,49.2806,11.914,Schmidmühlen,Bayern
04501,19950901,20220706,938,50.6545,10.7696,Schmücke,Thüringen
04508,20040801,20220706,649,50.2968,6.4194,Schneifelforsthaus,Rheinland-Pfalz
04546,20041101,20220706,684,49.5273,12.5705,Schönsee-Dietersdorf,Bayern
04548,20070701,20220706,608,50.1847,12.0791,Schönwald/Ofr.-Brunn,Bayern
04555,20061001,20220706,29,52.663,12.1812,Schollene,Sachsen-Anhalt
04559,20050501,20220706,398,49.1644,12.6175,Schorndorf-Knöbling,Bayern
04560,20050201,20220102,265,50.4925,9.1226,Schotten,Hessen
04566,20040501,20130901,46,52.9738,12.1115,Schrepkow,Brandenburg
04567,20040601,20220706,417,48.5532,11.2844,Schrobenhausen,Bayern
04579,20030428,20220706,538,48.2008,10.7293,Schwabmünchen,Bayern
04592,20051201,20220706,356,49.3278,12.0871,Schwandorf,Bayern
04594,20051201,20220706,1,53.2338,8.5115,Schwanewede-Neuenkirchen,Niedersachsen
04599,20050101,20220706,331,49.3425,11.1077,Wendelstein-Kleinschwarzenlohe,Bayern
04600,20050701,20220706,12,52.9081,9.0453,Schwarme,Niedersachsen
04601,20070801,20220706,28,52.6797,9.6524,Essel,Niedersachsen
04602,20081201,20220706,26,53.9385,10.6983,"Schwartau,Bad -Groß Parin",Schleswig-Holstein
04603,20040423,20220706,188,49.7975,10.2191,Schwarzach/Main (Klärwerk),Bayern
04605,20041101,20220706,277,50.6441,11.1936,Schwarzburg,Thüringen
04617,20061101,20220706,1368,47.6701,11.8544,Obere Firstalm/Schlierseer Berge,Bayern
04618,20041101,20220706,30,52.747,11.9792,Schwarzholz,Sachsen-Anhalt
04623,20050614,20200501,834,48.1042,8.9976,"Schwenningen, Kreis Sigmaringen",Baden-Württemberg
04625,19950901,20220706,59,53.6424,11.3871,Schwerin,Mecklenburg-Vorpommern
04637,20080801,20220706,31,52.5404,13.1243,Staaken,Brandenburg
04641,20060118,20220706,802,47.6711,10.6271,Seeg (Kläranlage),Bayern
04642,19950901,20220706,21,52.8911,11.7297,Seehausen,Sachsen-Anhalt
04650,20040912,20220706,344,49.8417,7.5541,Seesbach/Nahe,Rheinland-Pfalz
04651,20041101,20220706,186,51.904,10.1885,Seesen,Niedersachsen
04655,20061010,20111130,804,48.5975,8.4268,Seewald-Besenfeld,Baden-Württemberg
04666,20050601,20220706,40,54.3444,10.4581,Köhn,Schleswig-Holstein
04672,20040912,20220706,239,50.5218,7.7375,Selters,Rheinland-Pfalz
04683,20120401,20220706,46,52.516,7.6762,Fürstenau,Niedersachsen
04692,20080301,20181201,229,50.8534,7.9966,Siegen (Kläranlage),Nordrhein-Westfalen
04694,20060104,20220706,380,48.7629,11.843,Siegenburg (Kläranlage),Bayern
04703,20021101,20220706,581,48.0719,9.1943,Sigmaringen-Laiz,Baden-Württemberg
04704,20050501,20220706,508,47.5776,9.7404,Sigmarszell-Zeisertsweiler,Bayern
04706,20050301,20220706,358,48.2718,13.0273,Simbach/Inn,Bayern
04709,20111101,20220706,445,49.9996,7.5981,Simmern-Wahlbach,Rheinland-Pfalz
04710,20070501,20220706,718,48.6191,8.5247,Simmersfeld,Baden-Württemberg
04712,20060619,20220706,428,48.0821,8.0919,Simonswald-Obersimonswald,Baden-Württemberg
04719,19950901,20070828,169,49.2447,8.8787,Sinsheim,Baden-Württemberg
04741,20041201,20220706,152,51.14,7.093,Solingen-Hohenscheid,Nordrhein-Westfalen
04745,19950901,20220706,75,52.9604,9.793,Soltau,Niedersachsen
04748,20041101,20101231,221,51.352,10.9059,Sondershausen,Thüringen
04752,19950901,20080630,626,50.3746,11.1828,Sonneberg-Neufang,Thüringen
04755,20041101,20220706,847,48.6819,13.7351,Sonnen,Bayern
04760,20060109,20220706,730,47.5219,10.2613,Sonthofen (Flussmeisterstelle),Bayern
04763,20041001,20220706,265,51.0607,9.9266,Sontra,Hessen
04790,20060301,20220706,98,52.2054,9.5668,Springe,Niedersachsen
04801,20031009,20190923,460,50.007,11.2052,Stadelhofen,Bayern
04803,20090901,20220706,1,53.4926,8.3768,Butjadingen-Inte,Niedersachsen
04813,20200801,20220706,318,50.0806,11.0466,"Staffelstein, Bad-Stublang",Bayern
04816,20041007,20220706,390,49.0568,12.6395,Stallwang,Bayern
04818,20041001,20220706,597,50.1531,11.7402,Stammbach-Querenbach,Bayern
04827,20050117,20220706,540,47.7941,12.486,Grassau,Bayern
04841,20040701,20220706,1,53.6946,8.8735,"Steinau, Kr. Cuxhaven",Niedersachsen
04849,20050601,20220706,64,52.1173,7.3411,Steinfurt-Burgsteinfurt,Nordrhein-Westfalen
04850,20100101,20220706,779,47.7112,10.8758,Steingaden-Lauterbach,Bayern
04857,20040901,20220706,1,53.5534,9.6097,Mittelnkirchen-Hohenfelde,Niedersachsen
04858,20040317,20220706,485,48.3773,12.0927,Steinkirchen-Hofstarring,Bayern
04878,20050201,20220706,504,51.6646,10.8811,Oberharz am Brocken-Stiege,Sachsen-Anhalt
04881,20041110,20220706,532,47.8591,9.0152,Stockach,Baden-Württemberg
04883,20051001,20220706,18,52.7659,9.4046,Frankenfeld-Hedern,Niedersachsen
04887,19950901,20220706,734,48.6656,9.8648,Stötten,Baden-Württemberg
04896,20050701,20220706,40,54.6654,9.805,Wagersrott,Schleswig-Holstein
04911,19961024,20220706,351,48.8275,12.5597,Straubing,Bayern
04912,20060701,20220706,81,52.5884,13.9289,Strausberg,Brandenburg
04920,20090901,20220706,4,53.4252,8.804,Beverstedt,Niedersachsen
04926,20021101,20130514,224,48.7896,9.2167,Stuttgart (Neckartal),Baden-Württemberg
04928,19980601,20220706,314,48.8281,9.2,Stuttgart (Schnarrenberg),Baden-Württemberg
04931,19951004,20220706,371,48.6883,9.2235,Stuttgart-Echterdingen,Baden-Württemberg
04946,20040601,20220706,500,48.5151,11.6545,Schweitenkirchen-Sünzhausen,Bayern
04958,20050301,20220706,333,50.2417,10.567,Sulzdorf an der Lederhecke,Bayern
04978,20021101,20220706,395,50.639,10.0228,Tann/Rhön,Hessen
04982,20041101,20220706,532,50.6074,12.939,Tannenberg,Sachsen
04984,20041101,20220706,48,53.2252,14.33,Hohenreinkendorf,Brandenburg
04997,20050301,20220706,196,50.9771,12.3419,Starkenberg-Tegkwitz,Thüringen
05000,20050201,20220706,498,47.8526,12.8282,Teisendorf,Bayern
05002,20060111,20220706,450,49.0426,12.9942,Teisnach,Bayern
05009,19950901,20220706,33,53.7611,12.5574,Teterow,Mecklenburg-Vorpommern
05013,20070712,20220706,350,49.2187,12.0624,Teublitz (Kläranlage),Bayern
05014,20040701,20220706,7,53.2758,8.9857,Worpswede-Hüttenbusch,Niedersachsen
05017,20051101,20220706,633,50.4002,11.3888,Teuschnitz,Bayern
05023,20021101,20220706,417,49.0871,11.2236,Thalmässing,Bayern
05029,19950901,20220706,386,49.4737,7.0385,Tholey,Saarland
05034,20060301,20220706,513,49.9842,11.4008,Thurnau-Tannfeld,Bayern
05036,20060106,20220706,470,49.4038,12.6062,Treffelstein-Witzelsmühle,Bayern
05046,20080301,20220706,501,49.8576,12.3542,Tirschenreuth-Lodermühl,Bayern
05047,20050414,20101215,870,47.9394,8.1933,Titisee-Neustadt-Langenordnach,Baden-Württemberg
05055,20040317,20220706,382,48.0669,12.7634,Tittmoning,Bayern
05057,20050801,20220706,26,54.1695,9.5559,Haale,Schleswig-Holstein
05058,20051201,20220706,55,53.6893,10.3657,Sprenge,Schleswig-Holstein
05059,20041028,20220706,781,47.7279,7.9988,Todtmoos,Baden-Württemberg
05064,20041201,20220706,37,51.2897,6.4437,Tönisvorst,Nordrhein-Westfalen
05084,20070201,20220706,290,51.1594,10.2473,Südeichsfeld-Wendehausen,Thüringen
05086,20021101,20220706,133,51.5777,9.4337,Trendelburg,Hessen
05097,20050101,20220706,10,54.0661,12.7675,Tribsees,Mecklenburg-Vorpommern
05099,20080601,20220706,132,49.7326,6.6131,Trier-Zewen,Rheinland-Pfalz
05100,20010401,20220706,265,49.7479,6.6583,Trier-Petrisberg,Rheinland-Pfalz
05103,20100801,20220706,348,49.3544,7.7948,Trippstadt-Neuhof,Rheinland-Pfalz
05109,20131001,20220706,68,53.5998,13.3039,Trollenhagen,Mecklenburg-Vorpommern
05111,20060401,20220706,560,48.0311,12.5396,Trostberg,Bayern
05123,20040901,20220706,413,48.208,12.6296,Tüßling,Bayern
05132,20050901,20220706,19,52.7432,7.075,Twist-Hebelermeer,Niedersachsen
05133,20040901,20220706,295,51.3344,8.9132,Twistetal-Mühlhausen,Hessen
05142,19950901,20220706,1,53.7445,14.0698,Ueckermünde,Mecklenburg-Vorpommern
05146,20040601,20220706,50,52.9414,10.5289,Uelzen,Niedersachsen
